"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","CZE","Czechia","2019","2019",13.03566,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","SAU","Saudi Arabia","2017","2017",10.51719,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","SAU","Saudi Arabia","2020","2020",11.67045,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","GRC","Greece","2020","2020",11.09686,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","GUY","Guyana","2019","2019",8.6431,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","GEO","Georgia","2017","2017",12.84767,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","GEO","Georgia","2018","2018",13.31106,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","GEO","Georgia","2019","2019",12.7704,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","GEO","Georgia","2022","2022",12.63049,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","SLV","El Salvador","2017","2017",6.5067,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","SLV","El Salvador","2019","2019",6.74205,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","SLV","El Salvador","2020","2020",6.76928,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","MDA","Republic of Moldova","2018","2018",11.80242,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","MDA","Republic of Moldova","2019","2019",11.78107,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","SVN","Slovenia","2017","2017",12.69075,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","SVN","Slovenia","2019","2019",12.77306,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","LSO","Lesotho","2018","2018",6.47224,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","SWE","Sweden","2017","2017",12.48605,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","SWE","Sweden","2019","2019",12.60972,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","HUN","Hungary","2020","2020",12.42362,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","ZAF","South Africa","2017","2017",10.14218,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","ZAF","South Africa","2019","2019",11.37316,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","ZAF","South Africa","2020","2020",10.55466,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","ZAF","South Africa","2021","2021",11.60697,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PRI","Puerto Rico","2017","2017",12.55859,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","IDN","Indonesia","2017","2017",7.77642,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","IDN","Indonesia","2018","2018",7.75852,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","IDN","Indonesia","2020","2020",8.20693,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","COD","Democratic Republic of the Congo","2018","2018",5.52272,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","BGD","Bangladesh","2017","2017",6.90503,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","BGD","Bangladesh","2018","2018",6.99896,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","BGD","Bangladesh","2019","2019",7.14094,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","BGD","Bangladesh","2020","2020",8.02081,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","NPL","Nepal","2019","2019",4.33325,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","KEN","Kenya","2019","2019",7.27191,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","KEN","Kenya","2020","2020",7.1096,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","NPL","Nepal","2019","2019",5.60166,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","ROU","Romania","2017","2017",11.49177,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","ROU","Romania","2019","2019",11.58393,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","KWT","Kuwait","2017","2017",7.19282,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","KWT","Kuwait","2018","2018",7.21604,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","GRL","Greenland","2018","2018",10.84719,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","GRL","Greenland","2019","2019",10.81818,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","THA","Thailand","2018","2018",8.17591,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","THA","Thailand","2019","2019",8.56564,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","EGY","Egypt","2017","2017",9.04571,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PRI","Puerto Rico","2017","2017",12.8969,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","EST","Estonia","2017","2017",14.00974,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","EST","Estonia","2018","2018",14.1368,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","EST","Estonia","2020","2020",13.78102,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BHR","Bahrain","2017","2017",9.13249,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BHR","Bahrain","2018","2018",10.4242,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BHR","Bahrain","2020","2020",10.78437,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","URY","Uruguay","2017","2017",8.83136,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","URY","Uruguay","2018","2018",8.90673,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","URY","Uruguay","2019","2019",8.98255,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","GIN","Guinea","2018","2018",3.166,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","BEL","Belgium","2017","2017",12.23693,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","BEL","Belgium","2019","2019",12.37568,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","CHE","Switzerland","2018","2018",13.39236,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","CHE","Switzerland","2019","2019",13.48301,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","NOR","Norway","2017","2017",13.04715,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","NOR","Norway","2019","2019",13.13508,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BEN","Benin","2017","2017",1.65254,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BEN","Benin","2019","2019",1.96338,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","HKG","China, Hong Kong Special Administrative Region","2017","2017",12.65887,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","HKG","China, Hong Kong Special Administrative Region","2019","2019",12.70688,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","HKG","China, Hong Kong Special Administrative Region","2022","2022",12.78872,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","MOZ","Mozambique","2017","2017",2.34067,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","MOZ","Mozambique","2020","2020",3.22876,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","BIH","Bosnia and Herzegovina","2018","2018",10.8519,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","BIH","Bosnia and Herzegovina","2020","2020",11.35263,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","CHL","Chile","2017","2017",10.59052,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","DOM","Dominican Republic","2019","2019",9.24377,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PAK","Pakistan","2017","2017",6.37788,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PAK","Pakistan","2018","2018",5.94052,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PAK","Pakistan","2019","2019",5.03535,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","GTM","Guatemala","2019","2019",5.23528,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","TZA","United Republic of Tanzania","2018","2018",5.58915,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","FRA","France","2017","2017",11.63418,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","FRA","France","2019","2019",11.80277,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PRT","Portugal","2017","2017",9.21823,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PRT","Portugal","2018","2018",9.14471,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PRT","Portugal","2019","2019",9.32742,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PRT","Portugal","2020","2020",9.57594,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","RUS","Russian Federation","2021","2021",12.4822,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","TUR","Türkiye","2017","2017",9.10125,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","TUR","Türkiye","2019","2019",9.4116,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PHL","Philippines","2017","2017",8.16234,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PHL","Philippines","2019","2019",8.70255,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","HND","Honduras","2018","2018",6.38242,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","HND","Honduras","2019","2019",6.75691,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PSE","Palestine","2017","2017",9.27518,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PSE","Palestine","2018","2018",9.52406,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PSE","Palestine","2019","2019",10.84828,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PSE","Palestine","2020","2020",9.93848,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","FIN","Finland","2017","2017",12.8934,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","FIN","Finland","2019","2019",13.04684,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","KGZ","Kyrgyzstan","2018","2018",11.70635,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",13.16133,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",13.40612,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","CHN","China","2018","2018",6.93001,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","OMN","Oman","2020","2020",12.27151,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","OMN","Oman","2022","2022",12.27042,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","ZMB","Zambia","2018","2018",8.1003,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","TUN","Tunisia","2018","2018",6.86841,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","PER","Peru","2018","2018",9.20298,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","ITA","Italy","2020","2020",10.88707,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PRY","Paraguay","2018","2018",8.58558,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PRY","Paraguay","2019","2019",8.81071,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","PRY","Paraguay","2020","2020",8.86184,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","COD","Democratic Republic of the Congo","2018","2018",7.04756,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","WSM","Samoa","2019","2019",11.77302,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","TCA","Turks and Caicos Islands","2019","2019",11.17456,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","QAT","Qatar","2017","2017",9.73002,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","MYS","Malaysia","2019","2019",10.56864,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","CRI","Costa Rica","2018","2018",8.72317,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","CRI","Costa Rica","2020","2020",8.80406,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","MDA","Republic of Moldova","2018","2018",11.88536,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","MDA","Republic of Moldova","2019","2019",11.85784,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","TGO","Togo","2017","2017",6.59686,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BGD","Bangladesh","2017","2017",5.63924,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BGD","Bangladesh","2018","2018",5.79832,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BGD","Bangladesh","2019","2019",5.97717,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BGD","Bangladesh","2020","2020",6.75538,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","UZB","Uzbekistan","2018","2018",11.77459,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","UZB","Uzbekistan","2019","2019",11.89559,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","UZB","Uzbekistan","2021","2021",11.8834,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","UZB","Uzbekistan","2022","2022",11.91115,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PSE","Palestine","2017","2017",9.42164,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PSE","Palestine","2018","2018",9.62758,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PSE","Palestine","2019","2019",11.05366,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","PSE","Palestine","2020","2020",9.96013,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","POL","Poland","2020","2020",13.34003,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","TUR","Türkiye","2017","2017",7.45202,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","TUR","Türkiye","2019","2019",7.87034,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","CHL","Chile","2017","2017",10.71919,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","LTU","Lithuania","2017","2017",13.18839,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","LTU","Lithuania","2020","2020",13.4981,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","IND","India","2018","2018",7.42042,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","IND","India","2019","2019",7.60066,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","IND","India","2020","2020",7.64472,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","IND","India","2022","2022",7.62589,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","AND","Andorra","2022","2022",11.61344,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","ECU","Ecuador","2017","2017",8.71333,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","ECU","Ecuador","2020","2020",8.80006,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","ECU","Ecuador","2021","2021",9.14154,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","ECU","Ecuador","2022","2022",8.92013,,
"MYS_1T8_AG25T99","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","MWI","Malawi","2020","2020",5.24374,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","BEL","Belgium","2017","2017",12.37462,,
"MYS_1T8_AG25T99_M","Mean years of schooling (ISCED 1 or higher), population 25+ years, male","BEL","Belgium","2019","2019",12.43481,,
"MYS_1T8_AG25T99_F","Mean years of schooling (ISCED 1 or higher), population 25+ years, female","BGR","Bulgaria","2017","2017",11.33428,,
